;district;size (m²);price (M in HUF);balcony (m²);address;room(s);half_room(s)
559;008;99;63.0;;Józsefváros - Palotanegyed;3;
560;013;30;42.88;4.41;Lehel utca;1;
561;009;39;34.9;;Középső-Ferencváros - Malmok;2;
562;002;77;73.0;;Felhévíz;2;1.0
563;008;30;19.9;;Lujza utca;1;
564;008;58;44.0;;Józsefváros - Népszínháznegyed;2;
565;011;63;79.0;8.0;Csenger utca;3;
566;014;134;88.9;10.0;Alsórákos;6;1.0
567;011;54;49.8;1.0;Regős utca;2;1.0
568;013;54;65.9;17.Mar;Angyalföld - Lőportárdűlő;2;
569;023;50;42.9;05.Apr;Kertvárosi körút;3;
570;003;107;149.9;30.0;Testvérhegy;3;1.0
571;008;32;22.99;;Sárkány utca;1;1.0
572;014;98;109.9;57.0;Bíbor utca;3;1.0
573;008;34;23.0;;Diószegi Sámuel utca;1;
574;005;128;129.0;28.0;Ferenczy István utca;4;
575;014;63;72.4;04.Jun;Törökőr;3;
576;012;60;89.9;7.0;Árnyas út;3;
577;014;98;99.9;16.Feb;Bíbor utca;3;1.0
578;013;83;79.9;4.0;Hollán Ernő utca;2;1.0
579;020;48;36.95;;Határ út;3;
580;020;56;36.95;;Határ út;3;
581;014;39;39.9;;Bánki Donát utca;2;1.0
582;003;136;419.6;150.0;Mátyáshegy;5;
583;014;71;94.89;9.38;Bosnyák utca;3;1.0
584;013;103;89.0;;Váci út;2;
585;007;33;44.9;;Dohány utca;1;
586;018;61;56.9;8.0;Gloriett-telep;3;
587;013;60;56.8;7.0;Vizafogó;2;
588;004;30;29.99;;Lőrinc utca;1;
589;006;130;105.0;;Szív utca;5;
590;005;107;115.0;;Kossuth Lajos utca;3;
591;018;52;54.9;11.0;Gloriett-telep;3;
592;009;53;70.99;29.Aug;Haller utca;2;
593;009;68;72.8;6.0;Haller utca;3;
594;009;68;72.24;3.0;Haller utca;3;
595;014;96;59.9;11.0;Szugló utca;3;
596;013;86;100.55;29.36;Cserhalom utca;4;
597;014;37;27.9;;Erzsébet királyné útja;1;
598;012;60;64.49;;Krisztinaváros;3;
599;009;49;58.1;12.63;Haller utca;2;
600;009;40;34.9;;Üllői út;2;
601;020;102;79.9;10.0;Gubacsipuszta;4;1.0
602;013;75;57.9;;Váci út;2;
603;004;34;30.8;;Szent László tér;1;
604;013;55;61.0;7.62;Lehel utca;2;
605;006;81;77.7;4.0;Podmaniczky utca;3;
606;008;75;83.9;;Mikszáth Kálmán tér;3;
607;013;97;123.0;38.0;Angyalföld - Lőportárdűlő;4;
608;020;53;55.99;03.Apr;Fiume utca;2;1.0
609;008;58;81.8;05.Oct;Horváth Mihály tér;3;
610;017;89;96.47;35.0;Naplás út;4;
611;008;111;79.99;;Salétrom utca;4;
612;014;29;32.9;;Kiszugló;1;
613;013;92;129.9;146.0;Angyalföld - Lőportárdűlő;4;
614;013;92;99.7;9.66;Béke utca;5;
615;008;44;49.0;;Kőris utca;2;
616;004;67;63.8;6.45;Újpest;3;
617;003;54;47.9;4.0;Rómaifürdő - Pók utcai lakótelep;3;
618;010;58;36.5;4.0;Kőbánya - Újhegy;1;2.0
619;011;122;71.9;;Lágymányos - Műegyetem környéke;4;
620;011;94;71.9;;Kruspér utca;2;1.0
621;002;75;88.0;7.0;Tárogató út;3;
622;013;62;69.0;3.0;Madarász Viktor utca;1;2.0
623;013;89;99.9;;Jászai Mari tér;2;
624;018;69;47.9;4.0;Krepuska Géza-telep;2;1.0
625;018;55;39.9;57.0;Újpéteritelep;2;
626;011;75;68.9;;Budafoki út;3;
627;006;75;67.5;8.0;Teréz körút;2;
628;011;149;369.0;175.0;Medvetalp utca;4;
629;008;92;84.9;;József körút;3;
630;013;46;58.5;;Csata utca;2;
631;003;79;101.4;13.0;Folyamőr utca;3;
632;014;77;59.0;;Egressy út;2;1.0
633;013;81;64.8;;Visegrádi utca;2;1.0
634;013;71;59.37;;Szent István körút;2;
635;014;108;64.9;;Thököly út;3;
636;010;48;32.5;;Laposdűlő;2;
637;013;51;80.0;5.0;Vizafogó;2;
638;023;116;68.8;71.0;Soroksár-Újtelep;5;
639;013;53;35.9;;Diós utca;2;
640;008;62;61.99;3.0;Kis Stáció utca;3;
641;003;28;31.8;6.77;Pünkösdfürdő utca;1;
642;013;53;89.9;;Újlipótváros;2;
643;013;53;49.9;;Apály utca;2;
644;005;47;95.0;;Lipótváros;1;
645;013;107;98.5;;Váci út;4;
646;023;68;65.9;14.0;Soroksár;3;
647;014;47;34.9;;Törökőr;1;
648;006;118;86.5;;Belső-Terézváros;3;1.0
649;007;131;99.9;;Rákóczi út;4;
650;003;99;82.5;5.0;Óbuda-Óváros;4;
651;013;66;90.6;150.0;Angyalföld;3;
652;006;67;94.9;6.0;Zichy Jenő utca;2;1.0
653;009;51;57.19;12.55;Haller utca;2;
654;009;57;62.06;4.67;Haller utca;3;
655;009;53;57.41;6.87;Haller utca;2;
656;013;67;54.9;1.0;Csanády utca;2;
657;003;49;34.99;;Pacsirtamező utca;1;1.0
658;010;68;69.67;09.Sept;Zágrábi utca;4;
659;002;80;84.87;;Árpád fejedelem útja;3;
660;014;70;40.8;;Kiszugló;2;1.0
661;008;67;58.9;;Bródy Sándor utca;2;
662;007;36;44.9;;Dob utca;1;
663;003;70;108.0;;Táborhegy;3;
664;011;78;59.9;;Lágymányos - Műegyetem környéke;2;
665;009;93;115.0;;Ráday utca;3;
666;013;47;60.8;12.0;Angyalföld - Lőportárdűlő;2;
667;012;120;230.0;80.0;Mártonhegy;4;
668;011;58;55.0;;Fehérvári út;2;1.0
669;008;62;49.9;;Tisztviselőtelep;2;1.0
670;005;93;220.0;;Belváros;3;
671;002;264;330.0;26.0;Pasarét;5;
672;013;59;72.98;05.Sept;Tahi utca;3;
673;006;47;52.5;;Andrássy út;2;
674;005;53;85.0;;Lipótváros;2;
675;008;138;149.9;33.0;Tolnai Lajos utca;5;
676;003;47;49.9;3.0;Óbuda - Kísérleti lakótelep;2;
677;009;82;120.0;05.Jan;Belső-Ferencváros;3;
678;014;68;54.9;;Mogyoródi út;3;
679;004;58;81.25;20.0;Wolfner utca;3;
680;007;131;99.9;;Rákóczi út;4;
681;003;99;82.5;5.0;Óbuda-Óváros;4;
682;013;66;90.6;150.0;Angyalföld;3;
683;006;67;94.9;6.0;Zichy Jenő utca;2;1.0
684;009;51;57.19;12.55;Haller utca;2;
685;009;57;62.06;4.67;Haller utca;3;
686;009;53;57.41;6.87;Haller utca;2;
687;013;67;54.9;1.0;Csanády utca;2;
688;003;49;34.99;;Pacsirtamező utca;1;1.0
689;010;68;69.67;09.Sept;Zágrábi utca;4;
690;014;70;40.8;;Kiszugló;2;1.0
691;008;67;58.9;;Bródy Sándor utca;2;
692;007;36;44.9;;Dob utca;1;
693;003;70;108.0;;Táborhegy;3;
694;011;78;59.9;;Lágymányos - Műegyetem környéke;2;
695;009;93;115.0;;Ráday utca;3;
696;013;47;60.8;12.0;Angyalföld - Lőportárdűlő;2;
697;012;120;230.0;80.0;Mártonhegy;4;
698;011;58;55.0;;Fehérvári út;2;1.0
699;008;62;49.9;;Tisztviselőtelep;2;1.0
700;007;87;55.9;;Dózsa György út;2;1.0
701;021;65;37.9;5.0;Völgy utca;2;
702;009;40;48.25;07.Oct;Haller utca 11.;1;
703;009;47;50.35;12.Feb;Haller utca 11.;2;
704;002;134;174.9;22.0;Szemlőhegy;3;
705;012;91;269.95;Apr.36;Felső Svábhegyi út;3;
706;008;68;64.9;;Kisfaludy utca;2;
707;008;87;69.7;7.0;József körút;2;
708;013;83;134.65;Aug.97;Szabolcs utca;3;
709;011;72;100.0;29.0;Kelenföld;3;
710;005;157;299.99;;Havas utca;4;
711;008;214;162.0;6.0;Józsefváros - Palotanegyed;6;
712;003;90;119.9;70.0;Solymárvölgy;4;
713;003;99;99.9;15.0;Testvérhegy;4;
714;007;96;64.9;;Bethlen Gábor utca;3;1.0
715;008;58;83.7;05.Oct;Horváth Mihály tér;3;
716;014;58;75.39;3.77;Bosnyák utca;2;1.0
717;013;68;78.99;8.0;Angyalföld - Lőportárdűlő;3;
718;017;89;93.89;27.63;Naplás út;4;
719;001;95;137.0;;Ostrom utca;4;
720;007;31;44.0;;Rottenbiller utca;1;
721;006;139;195.0;;Révay köz;4;
722;002;54;77.0;;Fazekas utca;1;1.0
723;006;80;59.9;;Jókai utca;3;
724;008;41;45.0;;Üllői út;1;
725;003;63;102.0;10.0;Újlak;3;
726;002;60;92.9;4.0;Kapás utca;3;
727;014;45;67.89;17.Sept;Bosnyák utca;2;
728;014;41;58.59;3.0;Bosnyák utca 14-18.;2;
729;008;96;69.9;;Baross tér;3;1.0
730;013;59;59.9;;Victor Hugo utca;2;1.0
731;021;48;39.9;12.0;Szentmiklósi út;2;
732;008;86;43.9;;Szigetvári utca;2;1.0
733;003;58;91.2;7.0;Kecske köz;2;
734;003;93;88.35;;Nánási köz;3;
735;009;56;38.0;5.0;Mester utca;1;1.0
736;010;48;32.5;;Szalonka köz;2;
737;008;96;72.5;;József körút;3;
738;018;53;27.9;4.0;Havanna utca;2;
739;005;156;289.99;3.0;Szent István körút;4;
740;003;99;99.9;15.0;Testvérhegy;4;
741;007;96;64.9;;Bethlen Gábor utca;3;1.0
742;008;58;83.7;05.Oct;Horváth Mihály tér;3;
743;014;58;75.39;3.77;Bosnyák utca;2;1.0
744;013;68;78.99;8.0;Angyalföld - Lőportárdűlő;3;
745;017;89;93.89;27.63;Naplás út;4;
746;002;54;77.0;;Fazekas utca;1;1.0
747;001;95;137.0;;Ostrom utca;4;
748;007;31;44.0;;Rottenbiller utca;1;
749;006;139;195.0;;Révay köz;4;
750;006;80;59.9;;Jókai utca;3;
751;008;41;45.0;;Üllői út;1;
752;003;63;102.0;10.0;Újlak;3;
753;002;60;92.9;4.0;Kapás utca;3;
754;014;45;67.89;17.Sept;Bosnyák utca;2;
755;014;41;58.59;3.0;Bosnyák utca 14-18.;2;
756;008;96;69.9;;Baross tér;3;1.0
757;013;59;59.9;;Victor Hugo utca;2;1.0
758;021;48;39.9;12.0;Szentmiklósi út;2;
759;008;86;43.9;;Szigetvári utca;2;1.0
760;013;80;68.9;3.0;Csanády utca;3;
761;009;48;39.9;;Sobieski János utca;2;
762;014;102;71.99;4.0;Róna utca;4;
763;018;61;56.9;8.61;Margó Tivadar utca;4;
764;003;78;124.0;9.0;Kecske köz;2;
765;006;208;159.0;;Nagymező utca;4;
766;013;106;215.14;;Cserhalom utca;5;
767;011;28;28.9;;Bartók Béla út;1;
768;011;128;408.0;70.0;Somlói út;4;
769;006;103;75.0;;Külső-Terézváros;4;
770;008;62;49.9;;Tisztviselőtelep;2;1.0
771;013;57;63.5;14.0;Angyalföld;3;
772;008;56;47.5;;Józsefváros - Corvinnegyed;2;
773;016;100;93.0;10.0;Sashalom - Nagyiccetelep;4;
774;005;70;179.9;;Szent István tér;3;
775;014;56;39.95;;Szentmihályi út;1;2.0
776;008;47;48.9;4.0;Rákóczi út;2;1.0
777;006;83;98.4;;Belső-Terézváros;3;
778;011;132;406.0;40.0;Somlói út;4;
779;012;70;270.39;87.32;Denevér út;1;
780;013;75;57.9;;Forgách utca;2;
781;010;68;46.0;2.0;Laposdűlő;1;2.0
782;006;101;88.5;4.0;Teréz körút;3;
783;009;59;34.9;;Dandár utca;2;1.0
784;011;87;185.9;73.0;Spanyolrét;3;
785;007;61;62.0;;Garay tér;1;1.0
786;014;68;44.0;3.0;Örs vezér tere;2;1.0
787;014;46;41.9;;Szentmihályi út;2;
788;007;88;135.34;;Belső-Erzsébetváros;4;
789;011;120;189.9;65.0;Hosszúrét;5;
790;006;126;99.0;04.Feb;Teréz körút;4;
791;007;42;41.6;;Középső-Erzsébetváros;2;
792;011;50;49.9;;Kelenföld;2;
793;014;56;50.5;5.0;Mogyoródi út;2;
794;013;44;49.9;1.0;Újlipótváros;2;
795;004;53;34.5;4.0;Újpesti lakótelep;2;
796;007;83;69.9;5.0;Rákóczi út;2;1.0
797;011;63;79.0;7.85;Csenger utca;2;
798;020;57;39.9;;Erzsébetfalva;2;1.0
799;002;78;61.9;;Szilágyi Erzsébet fasor;2;
800;011;45;46.5;5.0;Fehérvári út;2;
801;004;28;32.9;3.0;Újpest;1;
802;023;29;28.5;05.Apr;Kertvárosi körút;1;
803;007;65;46.9;;Külső-Erzsébetváros;2;
804;013;54;28.65;;Kárpát utca;2;
805;013;47;49.9;6.0;Csata utca;1;
806;011;52;43.9;5.0;Fehérvári út;2;
807;011;53;53.8;4.0;Mohai köz;2;
808;015;54;33.9;;Újpalota;1;2.0
809;003;131;168.0;12.0;Királylaki út;4;2.0
810;014;46;42.9;8.0;Erzsébet királyné útja;2;1.0
811;013;25;36.0;;Gogol utca;1;
812;006;93;87.4;;Izabella utca;4;
813;008;70;63.0;;Józsefváros - Corvinnegyed;3;
814;004;66;65.8;6.0;Kossuth Lajos utca;3;
815;003;52;41.0;;Kis Korona utca;2;
816;002;62;77.0;1.0;Frankel Leó út;2;
817;023;100;69.9;10.0;Soroksár-Újtelep;5;
818;023;100;73.9;10.0;Soroksár-Újtelep;5;
819;011;89;69.9;;Budapart;3;
820;004;53;34.5;4.0;Újpesti lakótelep;2;
821;002;78;61.9;;Szilágyi Erzsébet fasor;2;
822;007;83;69.9;5.0;Rákóczi út;2;1.0
823;011;63;79.0;7.85;Csenger utca;2;
824;007;65;46.9;;Külső-Erzsébetváros;2;
825;011;53;53.8;4.0;Mohai köz;2;
826;011;45;46.5;5.0;Fehérvári út;2;
827;004;28;32.9;3.0;Újpest;1;
828;023;29;28.5;05.Apr;Kertvárosi körút;1;
829;013;54;28.65;;Kárpát utca;2;
830;003;131;168.0;12.0;Királylaki út;4;2.0
831;014;46;42.9;8.0;Erzsébet királyné útja;2;1.0
832;013;25;36.0;;Gogol utca;1;
833;013;84;84.9;10.0;Angyalföld;4;
834;015;35;32.9;;Nyírpalota út;1;1.0
835;006;93;87.4;;Izabella utca;4;
836;008;70;63.0;;Józsefváros - Corvinnegyed;3;
837;004;66;65.8;6.0;Kossuth Lajos utca;3;
838;003;52;41.0;;Kis Korona utca;2;
839;002;62;77.0;1.0;Frankel Leó út;2;
840;014;46;62.19;4.82;Bosnyák utca;2;
841;011;86;72.0;;Szentimreváros;3;
842;014;43;59.79;8.79;Bosnyák utca;1;1.0
843;007;67;57.9;;Hernád utca;3;
844;008;77;49.9;;Kun utca;3;
845;006;73;59.9;3.0;Teréz körút;2;
846;003;103;144.5;20.0;Vera utca;4;
847;005;80;91.8;;Irányi utca;3;
848;011;74;59.8;1.0;Frankhegy utca;3;
849;004;67;43.9;;Lebstück Mária utca;4;
850;003;110;105.9;40.0;Csemete utca;3;
851;005;51;47.9;;Steindl Imre utca;2;
852;005;51;49.9;;Steindl Imre utca;2;
853;009;31;29.9;;Ferenc körút;1;
854;009;52;32.0;;Táblás köz;1;2.0
855;013;67;41.9;;Angyalföld;2;
856;007;90;76.0;;Rózsa utca;3;
857;009;48;39.9;;Sobieski János utca;2;
858;013;57;47.99;3.0;Bodor utca;1;1.0
859;008;47;61.39;6.45;Józsefváros - Csarnoknegyed;2;
860;014;47;59.51;3.88;Istvánmező;1;1.0
861;008;77;43.9;5.0;Szigetvári utca;3;
862;014;55;69.6;09.Mar;Istvánmező;1;2.0
863;011;70;89.9;30.0;Alíz utca;4;
864;008;83;56.9;;Baross utca;4;
865;008;110;65.9;;Somogyi Béla utca;3;2.0
866;011;90;133.06;24.0;Madárhegy;4;
867;006;35;34.9;20.0;Szondi utca;1;
868;007;90;59.9;8.0;Király utca;3;1.0
869;011;117;174.98;137.0;Gazdagrét;4;
870;008;62;64.9;;Krúdy utca;3;
871;007;71;104.9;;Károly körút;3;
872;010;75;93.59;17.32;Zágrábi utca;4;
873;005;71;50.9;;Henszlmann Imre utca;3;
874;007;95;61.75;;Barcsay utca;3;
875;006;43;44.5;;Bajcsy-Zsilinszky út;1;1.0
876;021;42;30.5;;Szent István út;1;1.0
877;007;63;59.9;;Damjanich utca;2;
878;003;65;45.38;4.0;Veder utca;3;
879;005;60;120.0;;Lipótváros;2;
880;007;95;61.75;;Barcsay utca;3;
881;005;71;50.9;;Henszlmann Imre utca;3;
882;006;43;44.5;;Bajcsy-Zsilinszky út;1;1.0
883;021;42;30.5;;Szent István út;1;1.0
884;003;65;45.38;4.0;Veder utca;3;
885;007;63;59.9;;Damjanich utca;2;
886;005;60;120.0;;Lipótváros;2;
887;011;65;102.0;24.0;Kelenföld;2;
888;014;75;88.39;19.35;Bosnyák utca;3;
889;007;105;75.0;3.0;Thököly út;4;
890;013;54;41.9;;Pannónia utca;2;
891;007;81;48.5;;Középső-Erzsébetváros;2;1.0
892;008;88;57.9;6.0;Vajda Péter utca;3;
893;009;123;109.9;40.0;Márton utca;4;
894;003;68;108.5;8.0;Újlak;3;
895;001;122;135.0;3.0;Fő utca;3;
896;007;68;60.0;;Vörösmarty utca;3;
897;008;30;43.5;7.0;Bacsó Béla utca;1;
898;009;101;77.9;2.0;Üllői út;2;1.0
899;011;74;99.26;09.Jul;Petzvál József utca;2;1.0
900;010;73;92.91;;Zágrábi utca;3;
901;011;145;139.9;2.0;Szentimreváros;4;
902;001;113;365.0;50.0;Orom utca;4;
903;011;100;84.9;;Diószegi út;4;
904;001;39;59.9;19.0;Krisztinaváros - Naphegy;1;
905;008;79;61.9;;Józsefváros - Palotanegyed;4;
906;014;53;69.58;3.0;Istvánmező;3;
907;007;66;55.0;;Külső-Erzsébetváros - Ligetváros;2;
908;014;39;52.98;3.0;Istvánmező;2;
909;007;60;49.9;;Jósika utca;3;
910;008;27;30.9;;József körút;1;
911;008;44;68.9;8.81;Horváth Mihály tér;2;
912;008;51;35.9;4.0;Józsefváros - Losoncinegyed;2;
913;006;45;44.9;;Bajcsy-Zsilinszky út;2;
914;014;65;62.7;2.0;Herminamező;2;1.0
915;011;93;95.9;4.0;Kökörcsin utca;3;1.0
916;008;112;58.5;;Józsefváros - Losoncinegyed;3;
917;003;52;48.5;;Kiscelli utca;1;2.0
918;007;68;63.9;;Marek József utca;2;
919;008;47;72.35;7.0;Corvin sétány;2;
920;005;91;180.0;4.0;Váci utca;2;
921;011;88;185.0;30.0;Bodajk utca;4;
922;002;81;85.0;2.0;Margit körút;2;
923;011;55;49.9;3.0;Neszmélyi út;2;1.0
924;007;56;48.9;;Rottenbiller utca;2;
925;008;87;55.0;;Víg utca;3;
926;005;124;149.9;;Akadémia utca;3;
927;020;175;120.0;15.0;Erzsébetfalva - Pesterzsébeti lakótelep;6;
928;002;102;83.9;5.0;Fillér utca;3;
929;006;114;134.5;;Révay utca;4;
930;002;103;121.9;9.0;Bognár utca;5;
931;014;33;31.75;;Angol utca;1;
932;005;95;169.0;10.0;Markó utca;2;1.0
933;002;139;277.68;29.0;Zöldmál;4;
934;013;52;65.65;7.0;Angyalföld - Lőportárdűlő;2;
935;005;127;160.0;4.0;Lipótváros;3;
936;013;54;67.7;16.May;Angyalföld - Lőportárdűlő;2;
937;014;98;90.3;15.0;Tábornok utca;4;
938;014;58;51.9;;Nagyzugló;2;
939;005;33;47.9;;Belváros;1;1.0
940;007;95;64.9;;Hársfa utca;3;
941;002;70;89.9;2.0;Káplár utca;3;
942;014;39;32.9;;Erzsébet királyné útja;1;
943;019;60;32.5;;Kispest;3;
944;012;71;67.9;7.0;Istenhegyi út;2;1.0
945;019;35;31.99;3.0;Csokonai utca;2;
946;006;171;320.0;;Király utca;7;
947;007;84;60.0;;Dembinszky utca;2;
948;006;64;109.0;;Király utca;3;
949;011;50;44.9;4.0;Etele tér;2;
950;013;25;29.7;;Hun utca;1;
951;010;54;34.9;4.0;Mádi utca;2;
952;011;28;37.99;3.0;Kelenföld;1;1.0
953;019;53;31.9;;Kispesti lakótelep;1;2.0
954;013;42;59.9;7.0;Bodor utca 1.;1;1.0
955;005;112;339.0;;Belgrád rakpart;4;
956;011;89;69.9;;Budapart;3;
957;011;65;74.9;;Bercsényi utca;3;
958;013;70;54.9;;Tátra utca;2;
959;011;80;130.0;8.0;Rupphegyi út;3;
960;011;80;130.0;8.0;Rupphegyi út;3;
961;019;61;46.5;;Vas Gereben utca;2;
962;010;46;38.8;;Gyárdűlő;2;
963;012;157;551.77;Jul.35;Denevér út;2;
964;012;71;67.9;7.0;Istenhegyi út;2;1.0
965;002;103;122.0;9.0;Szépilona;4;
966;005;36;49.99;;Semmelweis utca;1;
967;011;78;125.9;6.0;Gellérthegy;3;
968;005;69;100.0;;Semmelweis utca;2;
969;006;100;104.9;;Belső-Terézváros;2;
970;001;65;117.0;;Batthyány utca;2;
971;019;60;49.96;;Kispest-Óváros;2;
972;010;46;38.8;;Somfa köz;2;
973;006;58;55.0;;Szív utca;2;
974;005;101;149.99;;Semmelweis utca;2;1.0
975;004;67;65.8;6.0;Újpest;2;
976;014;61;87.69;11.61;Istvánmező;2;1.0
977;002;167;169.9;;Bimbó út;5;
978;007;80;48.0;;Szinva utca;2;
979;012;116;560.0;145.0;Fodor utca;4;
980;013;75;64.9;;Angyalföld - Lőportárdűlő;4;
981;014;49;39.4;;Róna utca;1;1.0
982;011;66;97.44;30.83;Petzvál József utca;1;2.0
983;008;54;44.9;;Baross utca;2;1.0
984;007;63;59.9;;Garay tér;2;
985;013;54;46.9;4.0;Kárpát utca;2;
986;011;66;64.9;;Hengermalom út;2;
987;011;50;69.9;8.0;Barázda utca;2;
988;019;35;29.9;4.0;Csokonai utca;1;1.0
989;007;67;54.9;;Vörösmarty utca;2;
990;013;61;58.9;;Tátra utca;2;
991;013;54;51.0;3.0;Béke utca;2;
992;002;51;59.9;;Országút;2;
993;014;46;39.9;;Dózsa György út;2;
994;021;45;32.0;;Csepel-Szabótelep;2;
995;009;114;159.0;3.0;Boráros tér;3;1.0
996;021;57;34.99;3.0;Béke tér;2;
997;018;64;54.9;16.0;Gulner Gyula utca;2;
998;001;198;197.0;11.0;Mészáros utca;7;
999;009;39;40.0;;Ferenc körút;1;1.0
1000;013;54;46.9;4.0;Kárpát utca;2;
1001;011;66;64.9;;Hengermalom út;2;
1002;011;50;69.9;8.0;Barázda utca;2;
1003;019;35;29.9;4.0;Csokonai utca;1;1.0
1004;007;67;54.9;;Vörösmarty utca;2;
1005;013;61;58.9;;Tátra utca;2;
1006;013;54;51.0;3.0;Béke utca;2;
1007;014;46;39.9;;Dózsa György út;2;
1008;021;45;32.0;;Csepel-Szabótelep;2;
1009;002;51;59.9;;Országút;2;
1010;011;57;67.6;22.0;Kondorosi út;2;
1011;009;114;159.0;3.0;Boráros tér;3;1.0
1012;021;57;34.99;3.0;Béke tér;2;
1013;018;64;54.9;16.0;Gulner Gyula utca;2;
1014;001;198;197.0;11.0;Mészáros utca;7;
1015;009;39;40.0;;Ferenc körút;1;1.0
1016;011;78;125.9;05.Jun;Iglói utca;3;
1017;011;68;91.0;10.87;Kánai út;3;
1018;014;71;89.59;6.99;Bosnyák utca;2;1.0
1019;003;78;124.0;8.0;Újlak;3;
1020;009;39;40.0;;Ferenc körút;1;1.0
1021;011;78;125.9;05.Jun;Iglói utca;3;
1022;011;68;91.0;10.87;Kánai út;3;
1023;014;71;89.59;6.99;Bosnyák utca;2;1.0
1024;003;78;124.0;8.0;Újlak;3;
1025;013;51;70.78;12.46;Angyalföld - Lőportárdűlő;2;
1026;004;123;149.9;18.0;Wolfner utca;5;
1027;012;60;64.49;;Hajnóczy József utca;2;1.0
1028;013;73;49.99;;Angyalföld - Béke-Tatai utcai lakótelep;1;3.0
1029;014;35;29.99;;Lőcsei út;1;
1030;005;38;44.9;;Veres Pálné utca;2;
1031;007;42;41.9;;Barcsay utca;2;
1032;007;67;56.0;;Erzsébet körút;2;
1033;007;86;86.0;9.0;Madách Imre út;2;
1034;007;81;58.99;;Hevesi Sándor tér;2;
1035;007;107;89.0;10.0;Damjanich utca;3;1.0
1036;002;61;54.9;;Fillér utca;3;
1037;014;46;63.59;24.May;Bosnyák utca;2;
1038;019;30;36.2;4.0;Vak Bottyán utca 71-75.;1;
1039;007;69;44.9;;Dembinszky utca;3;
1040;019;30;36.2;4.0;Vak Bottyán utca 71-75.;1;
1041;007;69;44.9;;Dembinszky utca;3;
1042;014;61;84.79;5.0;Istvánmező;3;
1043;008;59;39.9;6.0;Karácsony Sándor utca;2;
1044;019;59;52.0;05.Apr;Kispest-Óváros;2;
1045;003;56;69.9;7.0;Rómaifürdő;2;
1046;006;35;34.9;;Külső-Terézváros - Diplomatanegyed;1;
1047;002;70;93.5;9.0;Zöldmál;3;
1048;011;68;89.9;9.0;Ibrahim utca;3;
1049;002;43;74.9;5.0;Törökvész;1;1.0
1050;014;54;39.9;4.0;Alsórákos;2;
1051;013;62;68.0;14.0;Angyalföld;3;
1052;004;42;28.9;;Újpest;1;1.0
1053;021;52;37.9;4.0;Szent László utca;2;
1054;007;43;39.0;;Rottenbiller utca;2;
1055;013;31;46.3;7.0;Angyalföld - Lőportárdűlő;1;
1056;014;47;35.9;;Kiszugló;2;
1057;011;68;55.0;;Bocskai út;2;
1058;009;85;69.9;;Belső-Ferencváros;4;
1059;007;84;54.9;;Belső-Erzsébetváros;2;1.0
1060;008;43;72.5;7.0;Corvin sétány;2;
1061;014;71;41.99;;Torontál utca;2;
1062;014;38;40.9;;Törökőr;1;
1063;008;57;72.5;6.0;Salétrom utca;2;1.0
1064;008;48;24.52;;Szentkirályi utca;1;1.0
1065;008;57;45.2;4.0;Baross utca;2;
1066;009;94;59.9;;Ferenc körút;3;
1067;011;41;54.9;5.0;Albertfalva - Kondorosi lakónegyed;2;
1068;005;39;65.0;;Sas utca;1;
1069;009;49;29.99;;Tagló utca;2;
1070;003;86;102.7;10.0;Óbuda - Filatorigát;4;
1071;011;62;69.9;6.0;Barázda utca;2;
1072;007;63;39.9;;Rottenbiller utca;2;
1073;010;59;36.0;6.0;Farkasalma utca;3;
1074;010;29;24.4;;Kőbánya - Óhegy;1;
1075;013;51;49.9;8.0;Kassák Lajos utca;1;2.0
1076;013;34;29.9;;Tátra utca;1;
1077;007;57;46.9;;Király utca;1;
1078;006;102;165.0;2.0;Nagymező utca;3;
1079;005;153;228.0;;Váci utca;4;
1080;011;63;51.9;;Bartók Béla út;1;1.0
1081;018;99;54.9;;Szent Imre-kertváros;6;
1082;006;77;77.0;;Rózsa utca;3;
1083;008;65;42.5;;Festetics György utca;2;
1084;020;76;58.9;17.0;Szegfű utca;4;
1085;008;42;65.5;42.0;Baross utca;2;
1086;011;90;92.5;4.0;Galambóc utca;2;2.0
1087;006;93;95.0;;Dessewffy utca;3;
1088;014;37;27.9;;Hungária körút;1;
1089;013;85;119.0;1.0;Újlipótváros;4;
1090;013;52;39.9;4.0;Angyalföld - Lőportárdűlő;1;2.0
1091;009;75;75.0;;Üllői út;3;
1092;013;36;42.5;;Angyalföld - Lőportárdűlő;1;
1093;006;77;77.0;;Rózsa utca;3;
1094;003;69;77.89;19.0;Királyok útja;3;
1095;013;34;39.9;;Angyalföld - Béke-Tatai utcai lakótelep;1;1.0
1096;014;49;39.5;7.0;Angol utca;2;
1097;003;57;42.0;;Békásmegyeri lakótelep hegy felől;1;2.0
1098;008;55;36.5;;Kiss József utca;1;1.0
1099;020;85;57.4;;Kossuth Lajos utca;3;
1100;012;62;89.9;22.0;Városkúti út;3;
1101;007;32;33.0;;Dembinszky utca;1;1.0
1102;003;57;42.0;;Zsirai Miklós utca;1;2.0
1103;007;60;49.9;;Dob utca;2;
1104;003;52;49.8;6.0;Óbudai lakótelep;2;
1105;013;63;56.0;;Dózsa György út;2;
1106;008;49;31.0;;Fiumei út;1;1.0
1107;003;66;112.5;21.0;Óbuda-Óváros;3;
1108;009;66;41.99;;Külső-Ferencváros;3;
1109;011;65;56.0;8.0;Karolina út;3;
